Time,Fitness,Age,Gen,Childs,FoodEaten,PoisonEaten,MaxVel_MaxHP,FoodAttraction,PoisonAttraction,FoodDistance,PoisonDistance,MaxSteerForce,DirAngleMult
2341,0.9465727652959385,1.896,0,0,0,1,0.8508926977001823,0.38657196848224873,0.6601351610443856,0.5150594888672394,0.9247039027671088,0.250485280460484,0.8922317490155536
2644,1.0940749517286277,2.196999999999999,0,0,0,1,0.8720689593298934,0.19375465538174086,0.7171627732254463,0.4562652322785683,0.14166200332209367,0.7926841072250849,0.841470299555113
2781,1.153689732987166,2.3309999999999986,0,0,0,1,0.835782344267955,0.314676352934967,0.8227640295423053,0.04374040878921526,0.7168890089252842,0.732314424628968,0.4564699896070702
2910,1.5697133496278861,2.463999999999998,0,0,0,0,0.9994114542937999,0.22828260247936905,0.9013918623675052,0.17792439264947713,0.9352977401514235,0.4376598986222141,0.9871529208702169
3120,1.6343194302216437,2.670999999999998,0,0,0,0,0.9844890836810489,0.30397520114584387,0.9204369769693254,0.1414537763412922,0.9350078185514534,0.5770681414059816,0.8658537759648189
3538,1.7578395831246938,3.089999999999997,0,0,0,0,0.9500455747406523,0.7011313900887621,0.1687822562320106,0.21588470489202805,0.911365532052876,0.5387889295427927,0.3997123323941786
3777,1.5261061562027711,3.3289999999999966,0,0,0,1,0.9088129063439304,0.7344473378736178,0.5475917907964931,0.36697964912191183,0.5428589482597361,0.9689716201035233,0.4984354155267967
3843,1.842552577268827,3.3949999999999965,0,0,0,0,0.9277756762923265,0.2866044197715829,0.4256203423681386,0.07310497538168914,0.8771621710019987,0.9612563966314481,0.23328372621787308
3843,1.842552577268827,3.3949999999999965,0,0,0,0,0.9267510637279656,0.21224984558396376,0.2210183887559839,0.10193679875973738,0.7456796451816964,0.7593761330272617,0.8047526732293232
3843,1.842552577268827,3.3949999999999965,0,0,0,0,0.9266819436719784,0.35380274721934935,0.0708265841323169,0.21712168710186952,0.3819135401424061,0.27919313458984163,0.3256131753122128
3981,1.5912259424732855,3.531999999999996,0,0,0,1,0.5934336755277524,0.9761583921405649,0.8595174507266943,0.9060723070851948,0.09204737092471926,0.7800121499859882,0.796362656663573
4047,1.897103054659919,3.5989999999999958,0,0,0,0,0.9126822042324874,0.16204943772432556,0.27125187718839006,0.8564799388984187,0.09183156809338044,0.14244510660746867,0.3371744817999053
4646,2.0489021450523195,4.197999999999996,0,0,0,0,0.8918612205891543,0.8376595370236554,0.983470040079365,0.2408510330380622,0.8950322675498562,0.9325643170680001,0.332506209242479
4646,2.0489021450523195,4.197999999999996,0,0,0,0,0.8781964019706758,0.2229153394562936,0.9239966372793463,0.2141914429431273,0.8868741038045596,0.4413236172345749,0.6064440164182815
4646,1.7882952776317438,4.197999999999996,0,0,0,1,0.5398977909300319,0.6206365140468516,0.9429932830647916,0.9543431668534988,0.9669512398262308,0.8313445118112868,0.5838822085250784
4646,2.0489021450523195,4.197999999999996,0,0,0,0,0.8848839870391644,0.322465160635397,0.5831221720160723,0.9851164497728997,0.8178457133060761,0.7615229498434833,0.22593781815977343
4646,2.0489021450523195,4.197999999999996,0,0,0,0,0.8944606338663351,0.04032296710234695,0.19242257548381314,0.7294934765434703,0.35273461441763654,0.5000718177888082,0.6788018769934463
4712,1.806931099959264,4.264999999999996,0,0,0,1,0.5346291874359873,0.4308392350017377,0.762425833545606,0.5647503708632232,0.9994640111080764,0.9586067989956324,0.7522268665550289
4749,2.073402999901369,4.298999999999996,0,0,0,0,0.8586056449414748,0.9349398080629914,0.6476591565286853,0.5916175881533279,0.030703534682290257,0.4736828245251353,0.5033878552151002
5055,1.8986837546047517,4.604999999999997,0,0,0,1,0.5099065514881285,0.012470864723025832,0.8471617016484619,0.2629671643428272,0.8910320437975281,0.9904658359882113,0.15783575090353208
5218,1.3289093272304162,4.765999999999997,0,0,0,3,0.12423787868424696,0.031437486983148966,0.9071397143681427,0.552145143199289,0.9217635831090709,0.020663682547465534,0.43547244767114246
5390,1.7152259326397783,4.9419999999999975,0,0,0,2,0.1596748161853513,0.20855091563325812,0.6800324654501526,0.014010230436931725,0.26446155871733323,0.9761164383073629,0.5068827320043474
5421,2.230470802319546,4.974999999999998,0,0,0,0,0.8066387846394881,0.49103698615059344,0.30934940013963697,0.8701837596632832,0.501923912091694,0.5414181778030278,0.5192360395813658
5528,2.2538855339169284,5.079999999999997,0,0,1,2,0.4929776851382145,0.6004885825036561,0.5205464279363046,0.13938197453035328,0.37867747763050774,0.30910298890331656,0.19451638275471328
5814,2.0892582415776175,5.364999999999998,0,0,0,1,0.736432650884468,0.05396366092523042,0.5665669055882109,0.484118313534012,0.05965450818657991,0.3334604802167477,0.3241760536585102
5956,2.346486735526114,5.505999999999999,0,0,0,0,0.7659357692386615,0.3155866740166885,0.16490363609056058,0.803556766170926,0.4770975032882585,0.4727812909549015,0.16816400108321705
6171,1.9297668252926308,5.723999999999999,0,0,0,2,0.32595484301674027,0.8497176051446561,0.8564656001410716,0.7929139922214017,0.8659201159286958,0.07596935335689814,0.3927380096455778
6171,1.9297668252926308,5.723999999999999,0,0,0,2,0.09756851990475657,0.19425261252583803,0.7266410679685955,0.07098180237608898,0.49828933365480377,0.15588944893621737,0.9345665818213497
6203,2.18105479069188,5.757,0,0,1,3,0.020419903754447133,0.6937786729978037,0.6879573432884898,0.2229943514574657,0.7868526093524719,0.8354706072041712,0.5089214486525792
6438,1.9979989989987483,5.992,0,0,0,2,0.31141449456812975,0.7929437688048976,0.8727824846455599,0.5837633340379911,0.4041952631530823,0.5210269677533004,0.762232038284308
6438,1.9979989989987483,5.992,0,0,0,2,0.10149871861817583,0.16003701737367604,0.6595353838128749,0.17993218647543752,0.9658639045353397,0.9334668737692964,0.2406140551863163
6471,2.4545875417267156,6.025,0,0,0,0,0.7257921996381368,0.3751663876068202,0.07020849568583598,0.09433789637478607,0.466177840874763,0.01966218808431508,0.12298315630415324
6505,2.249444375840399,6.0600000000000005,0,0,0,1,0.3983068011751836,0.02914793800678339,0.8357048475057669,0.8541336172239106,0.11910011341363991,0.27141946427956576,0.6014805797846441
6573,2.8509647489928738,6.128,0,0,1,0,0.842306971160091,0.7913779422792074,0.6626682416141568,0.03161788782708996,0.6125725791249524,0.413517071643724,0.07140867481523872
6795,2.7107194616927814,6.348000000000002,0,0,1,1,0.6610808113320239,0.6958592722107302,0.7360393711996421,0.8433738567331344,0.49425364062467103,0.5372675253140511,0.18399770886557476
6830,2.319698256239376,6.381000000000002,0,0,0,1,0.3731947156869323,0.5540649885223088,0.9118650047727619,0.4289851303187876,0.8151535442964581,0.6594360588170045,0.5488837511593926
6861,2.10119013894507,6.415000000000002,0,0,0,2,0.04534716211477796,0.22771301316229509,0.8819388091465085,0.45767197637854673,0.7352172452051169,0.812515981959395,0.6004503360139467
7008,3.4001470556433295,6.561000000000002,0,0,3,1,0.8143204992432347,0.9168634192921379,0.8250270400880994,0.7261850981913288,0.8758728539274538,0.5555987567562484,0.6260912834320086
7139,2.5870832997798896,6.693000000000003,0,0,0,0,0.6735064756697821,0.687225085088819,0.8363074860709638,0.4723823238357189,0.5961692313163401,0.20744567320607832,0.3493538517308158
7206,2.600192300580863,6.761000000000003,0,0,0,0,0.6697533233037373,0.7682570436893997,0.40541664010256195,0.12112003262763249,0.4000042750179056,0.4661148765306915,0.1916103571143868
7351,2.2126906697502937,6.896000000000003,0,0,0,2,0.05249210909201951,0.4078131554092397,0.6658116065077937,0.7127465277049505,0.6969258685746027,0.23177450199443184,0.6217243628487324
7351,2.6260236099471768,6.896000000000003,0,0,0,0,0.6594945837095166,0.456509023520279,0.48257402816362405,0.27143066288241535,0.39279563789380545,0.7199913959272857,0.1137363420943992
7351,2.2126906697502937,6.896000000000003,0,0,0,2,0.008990816250771583,0.0018649809878807933,0.5604917760206041,0.22230480080315507,0.7184874194729828,0.9386462503607774,0.9069736278629078
7351,2.6260236099471768,6.896000000000003,0,0,0,0,0.6595340773524204,0.9084818685389231,0.43569893586203534,0.001007304560570521,0.8261053373365701,0.7622272586459699,0.5760031359219242
7380,2.816380656090366,6.932000000000002,0,0,1,1,0.45699592235091313,0.13355391728336552,0.9023630907514414,0.48175872813950016,0.7365234128477856,0.42040615452570096,0.631219232768771
7412,2.2282279955157196,6.9650000000000025,0,0,0,2,0.09856425629400845,0.8191974379208095,0.9094254622309296,0.6894883165669428,0.9125430461524376,0.9672817679253887,0.7499318224951471
7513,3.01114596125794,7.067000000000002,0,0,2,2,0.38191306189639673,0.806838588281603,0.5670523387940711,0.4999349020983129,0.09907518952235539,0.540098502378958,0.6413477056555363
7581,0.913236004546468,2.8339999999999965,0,0,0,2,0.43363316211746994,0.2553072160642309,0.5876741025345481,0.1767657550397762,0.6387583433336284,0.9041099239292664,0.13593892091872706
7612,3.1885733486937387,7.1670000000000025,0,0,2,1,0.5364828949609215,0.6396720980833721,0.8892585755331354,0.7202597099608259,0.8061699872708217,0.6762783190023528,0.7740891259020133
7612,3.0277054017853193,7.1670000000000025,0,0,1,0,0.7616203539091875,0.9617953887241046,0.4549509696439775,0.6307389811936127,0.4721575169058203,0.7415965911457149,0.6656743941840081
7744,2.701666152580663,7.299000000000004,0,0,0,0,0.6276217248227701,0.03493182562692854,0.41357119690070165,0.27855220734550534,0.13500660451009106,0.30596490681747746,0.04439887090671646
7912,2.3381616710569877,7.467000000000004,0,0,0,2,0.139896804882078,0.40123648597527317,0.8882323842665382,0.1916658345833071,0.21775155127064072,0.7670644179821489,0.8994792097411091
7946,2.738795355626266,7.501000000000004,0,0,0,0,0.6129984063026855,0.6298182165272321,0.5741694032487475,0.475356243200867,0.858558254334219,0.4439388314556032,0.33198022210917577
7982,2.921472231598309,7.535000000000004,0,0,1,1,0.7315253958772266,0.8289151278598703,0.8336986362876241,0.6013435649024995,0.6463462486699987,0.4058906082931357,0.5777776460775864
8083,2.93870719875254,7.636000000000004,0,0,1,1,0.5055515618314597,0.1265704048614028,0.8603747716531461,0.4734488094818403,0.6873711141065798,0.4591122567455621,0.46527819975072837
8187,3.56931365951495,7.740000000000004,0,0,3,1,0.6700658045030377,0.807492484839747,0.708017699038877,0.72560962355155,0.16076481343157845,0.012234610854205297,0.8913033782831077
8284,3.292415526630866,7.840000000000004,0,0,2,1,0.5098101863449392,0.9097542908545067,0.8215095725981583,0.3501220358609799,0.34163987255529027,0.22112231552494144,0.8274177285368759
8320,2.8058866691297433,7.873000000000005,0,0,0,0,0.5832473597493326,0.5223378451066849,0.16200233963300625,0.5566783211744128,0.31719963028885745,0.9857317102876797,0.2992773398541938
8457,2.4517340801971175,8.011000000000006,0,0,0,2,0.2253086127586198,0.6709943596288215,0.8402663272733004,0.8647421244263925,0.9388105739000184,0.915830759227153,0.5964788080527335
8656,3.035127674415033,8.212000000000007,0,0,1,1,0.35652198018645875,0.5708626606430335,0.8638390265388909,0.8274389035617008,0.40930972962404,0.26110494693661357,0.94953356655598
