Time,Fitness,Age,Gen,Childs,FoodEaten,PoisonEaten,MaxVel_MaxHP,FoodAttraction,PoisonAttraction,FoodDistance,PoisonDistance,MaxSteerForce,DirAngleMult
21787,1.7041126723312623,2.903999999999996,0,3,0,0,0.9658052325291071,0.9152693972566104,0.7137538134868248,0.0635970907944593,0.5095956440115066,0.27488171101856784,0.7781068564909172
21787,1.9313207915827955,3.729999999999996,0,2,0,0,0.951499316325471,0.9932757153182872,0.3894432067628396,0.7817912855790072,0.0902387493907254,0.9202611003388789,0.4413836481373751
21787,2.146392322013847,4.606999999999996,0,4,0,0,0.8357465977352476,0.7231441570412779,0.04480624116446874,0.3735715484106583,0.029314221652793404,0.3680127290864398,0.4212242768765019
21787,1.9081404560461463,4.640999999999996,0,0,0,1,0.5081444021427727,0.29439536589511894,0.9562363169999066,0.05417341807663745,0.9620701335438111,0.814576168849441,0.925746976128849
21787,2.6218314209727516,4.873999999999997,0,0,1,0,0.9388161291444438,0.6208819307395774,0.590129938950859,0.3141692469652164,0.3157982632729933,0.4157532748003917,0.8028320272717762
21787,1.6952875862224666,4.873999999999997,0,0,0,2,0.3282894722603287,0.5800461637151163,0.9819359698757804,0.3141074636399669,0.07135051871001541,0.8882587290051687,0.9225181773953681
21787,2.0199009876724157,6.08,0,0,0,2,0.07263578605213483,0.1520494558205404,0.7876894812616098,0.8176722115546023,0.7582501117151113,0.679222289728756,0.4737383751381993
21787,2.0445048300260873,6.180000000000001,0,0,0,2,0.06431225584502909,0.392037191058213,0.7778910064229403,0.8609257630717908,0.09644632668105069,0.5730099963145445,0.9716405223608887
21787,2.240089283934907,7.018000000000003,0,0,0,2,0.04680487093834318,0.16019211274412737,0.5597462783018794,0.47208604864845083,0.9583423507277118,0.6989209172980151,0.5193170972121921
21787,3.0548322376196055,8.332000000000006,0,1,2,3,0.07549812410871626,0.9666872963816195,0.782389348226277,0.9355708110291492,0.5511630907126837,0.5667882264252144,0.3869167775019746
21787,3.0825314272526096,8.50200000000001,0,0,2,3,0.13141826899812337,0.7692613530450781,0.8707610419818522,0.41059360583739857,0.5449722791841854,0.07972233340606316,0.5318542296185368
21787,4.093653624819768,12.758000000000026,0,0,2,0,0.45736471846382143,0.5057479254691618,0.16370897046683197,0.7177436963896312,0.33522194569537567,0.24781382470451974,0.03374447616574272
