Time,MeanFitness,MedianFitness,MeanAge,MedianAge,MeanGen,MedianGen,MeanChilds,MedianChilds,MeanFoodEaten,MedianFoodEaten,MeanPoisonEaten,MedianPoisonEaten,MeanMaxVel_MaxHP,MedianMaxVel_MaxHP,MeanFoodAttraction,MedianFoodAttraction,MeanPoisonAttraction,MedianPoisonAttraction,MeanFoodDistance,MedianFoodDistance,MeanPoisonDistance,MedianPoisonDistance,MeanMaxSteerForce,MedianMaxSteerForce,MeanDirAngleMult,MedianDirAngleMult
20002,2.802057062000475,2.7723410123780043,7.940197916666676,7.117000000000003,0.0,0.0,0.0,0.0,0.7708333333333334,0.0,0.6979166666666666,0.0,0.49777297675400045,0.5003413450981811,0.5186776098177562,0.5394009432109395,0.5517383265541841,0.5706108710214093,0.4982735537515925,0.4854310075149071,0.5476984582341716,0.5714506446433669,0.5362507773865326,0.5380282274284218,0.4730673763535673,0.484186144568539
40009,2.9319460723117174,2.83367270254162,8.602862745098049,7.233000000000003,0.00980392156862745,0.0,0.029411764705882353,0.0,1.0196078431372548,0.0,0.6666666666666666,0.0,0.4863320395493498,0.4953141580225556,0.5313797648595013,0.5688482047595198,0.5284060562193676,0.5625634461817903,0.5056024437828621,0.5074971954827762,0.5509585677366463,0.5769611276920231,0.5381254849890261,0.5380282274284218,0.4712752460482255,0.484186144568539
60561,2.647869029361706,2.5226969383709417,7.352000000000007,6.3980000000000015,0.023529411764705882,0.0,0.01764705882352941,0.0,0.8176470588235294,0.0,0.6941176470588235,0.0,0.5413436792450335,0.5462248086797451,0.5204073031070552,0.5673648534609979,0.5162521657936605,0.5590875744473197,0.5239883327935082,0.5575709076576728,0.5294577052404279,0.5299740518110421,0.5054043197800582,0.47497842035618804,0.4977890296006939,0.4976367947061321
80594,2.7772866411872745,2.6002884437609017,7.960798913043486,6.795000000000006,0.021739130434782608,0.0,0.021739130434782608,0.0,0.9510869565217391,0.0,0.6793478260869565,0.0,0.5142519787916136,0.5208509771802586,0.5224905973305024,0.5693793093445114,0.5115278780840284,0.5572101266626829,0.5285894491377802,0.561606932502078,0.5186561262507545,0.4974480314372665,0.5035684057947701,0.4742188883263552,0.498475287202124,0.4976367947061321
100625,2.820798024944695,2.6132040984440588,8.20701075268818,6.8620000000000045,0.026881720430107527,0.0,0.03225806451612903,0.0,1.0483870967741935,0.0,0.6720430107526881,0.0,0.5088882428642804,0.5179923506830754,0.5251728126969909,0.5725634464130663,0.5098394835078163,0.5521643356239118,0.5316228311078101,0.5664841584257707,0.5155806823815655,0.49551370793239735,0.5066464012780482,0.47497842035618804,0.49906656150127005,0.4976367947061321
120644,2.8654825202697976,2.6260236099471768,8.418888888888896,6.896000000000003,0.042328042328042326,0.0,0.047619047619047616,0.0,1.1375661375661377,0.0,0.6666666666666666,0.0,0.5043354926411422,0.5165075890282231,0.5280217048298262,0.5742642321830992,0.5071023819128343,0.5242145298952549,0.5361124312409061,0.5684541358747234,0.5117604927021566,0.49425364062467103,0.508950091149531,0.47530966036212685,0.49865609124028004,0.49683817388546747
140669,2.931453798603817,2.6268801393206798,8.764293814432998,6.896000000000003,0.08247422680412371,0.0,0.05154639175257732,0.0,1.3195876288659794,0.0,0.6649484536082474,0.0,0.4987346848798621,0.5132070702581758,0.5287082567485474,0.582440007560946,0.5059656623025898,0.5228352280665121,0.5443906529223207,0.5758524350420688,0.5106938429199388,0.4938751861087211,0.5124828085936274,0.4921222111020735,0.5036752123241038,0.5009116353709484
160675,2.9671230668698114,2.6277366686941828,8.969358974358983,6.896000000000003,0.09743589743589744,0.0,0.07179487179487179,0.0,1.441025641025641,0.0,0.6666666666666666,0.0,0.49623587680553816,0.5099065514881285,0.5299326408433178,0.5906157829387929,0.5051051975833349,0.5214559262377692,0.5452300769632653,0.5832507342094143,0.5084586072159788,0.4934967315927712,0.514926767330055,0.49431304728045544,0.5025711883669748,0.4984354155267967
180692,3.0701733150700052,2.7107194616927814,9.53719900497513,6.932000000000002,0.19900497512437812,0.0,0.0945273631840796,0.0,1.7014925373134329,0.0,0.6567164179104478,0.0,0.4854734351933788,0.5055515618314597,0.5351736068955663,0.6004885825036561,0.501557183856764,0.5155283627322197,0.5474047518777877,0.5916175881533279,0.49518355731688946,0.4721575169058203,0.5268827154796737,0.5028580679173752,0.49945565423513155,0.49602653919585615
200696,3.102831683534185,2.738795355626266,9.725966183574887,6.9650000000000025,0.2995169082125604,0.0,0.10628019323671498,0.0,1.748792270531401,0.0,0.6521739130434783,0.0,0.4760858416400703,0.5016221632070132,0.5355520619581222,0.6120853340585742,0.5019059289023536,0.49727203900897676,0.5521153405514497,0.6054344929579083,0.49113829636196543,0.466177840874763,0.5386399127723056,0.5377783148121187,0.49669468980775516,0.4922505925702457
220708,3.136395414181173,2.7782172668620717,9.893076190476195,7.117000000000003,0.3904761904761905,0.0,0.11904761904761904,0.0,1.7952380952380953,0.0,0.6523809523809524,0.0,0.4694484311935935,0.4974001016999171,0.5391583693586725,0.6208282301624201,0.5002634831588831,0.4895007550758697,0.5553714924777023,0.6065322525002266,0.48483463384867775,0.4521492121646946,0.5450744106212301,0.5394437159608754,0.49503444655764167,0.4851994460118874
240735,3.23125526423512,2.8058866691297433,10.439674418604657,7.1670000000000025,0.4930232558139535,0.0,0.13488372093023257,0.0,2.074418604651163,0.0,0.6465116279069767,0.0,0.4622990037636158,0.4948886396346258,0.5442471105282649,0.6298182165272321,0.495280471817476,0.47756753475466807,0.5567043159451778,0.621972137157838,0.47793267488241153,0.4401685174304526,0.5547961853945877,0.5474323710685611,0.48980011580352767,0.46527819975072837
260760,3.288348741063939,2.817090697865443,10.751333333333339,7.366000000000007,0.5570776255707762,0.0,0.136986301369863,0.0,2.2100456621004567,0.0,0.6438356164383562,0.0,0.4556613018502118,0.48059931953838964,0.5467253355869833,0.6298182165272321,0.4918403871367347,0.47475709931985777,0.5574007195746871,0.621972137157838,0.4732027839426539,0.42867885921197657,0.5613010478825068,0.5674810982106542,0.4938326047010945,0.47612169656683223
280766,3.3279115800252055,2.858311743263005,10.938936936936942,7.433000000000005,0.6621621621621622,0.0,0.14864864864864866,0.0,2.2882882882882885,0.0,0.6441441441441441,0.0,0.44965867764124523,0.4688130620616762,0.5497082790956563,0.6349350868661547,0.4908483067447473,0.46504736445640754,0.5594369036467388,0.6253170670526879,0.46957749662859855,0.4234957242767047,0.5670815034813517,0.568052258331947,0.49159530001267254,0.4640185439132486
300796,3.404666518293727,2.9108418026406055,11.307845814977979,7.535000000000004,0.8149779735682819,0.0,0.16299559471365638,0.0,2.462555066079295,0.0,0.6387665198237885,0.0,0.4426483721571108,0.46290313972885533,0.5548712280196042,0.6423494266325964,0.48908774123605436,0.4483737779412638,0.5615866906558159,0.6307389811936127,0.4675579626943264,0.4215382195619013,0.5727206382511031,0.5770681414059816,0.48748698101686533,0.4564699896070702
320797,3.4027616366973263,2.916157017119457,11.288175438596497,7.518000000000004,0.8114035087719298,0.0,0.16228070175438597,0.0,2.456140350877193,0.0,0.6359649122807017,0.0,0.4441284064942844,0.46467344816031914,0.5558548712859628,0.6491188160283112,0.4890647046595245,0.45166237379262064,0.5613881473920859,0.6283111928222511,0.469516104054076,0.4221524044752788,0.5706744475491675,0.5726092481111978,0.4887516193340384,0.45786852894754615
340820,3.421965790264831,2.921472231598309,11.386689956331882,7.535000000000004,0.8558951965065502,0.0,0.1703056768558952,0.0,2.506550218340611,0.0,0.6375545851528385,0.0,0.44223905585626,0.46290313972885533,0.5567789249276345,0.6558882054240261,0.48888701502320026,0.4483737779412638,0.5620287159227166,0.6307389811936127,0.46836071286913483,0.4215382195619013,0.5721085310543241,0.5770681414059816,0.48839914541513746,0.4564699896070702
360846,3.4768845942547855,2.93870719875254,11.692725321888418,7.636000000000004,1.0,0.0,0.1888412017167382,0.0,2.643776824034335,0.0,0.630901287553648,0.0,0.4377464107413256,0.46034902786990795,0.5578772310587043,0.6423494266325964,0.48838401428814376,0.4483737779412638,0.5650658795210763,0.6349367760968109,0.4664619141895333,0.4215382195619013,0.5742666111360545,0.5816166733125627,0.48780885128832707,0.44391854927602603
380864,3.5286532217263873,2.9794294755875685,11.984784232365147,7.740000000000004,1.1908713692946058,0.0,0.1991701244813278,0.0,2.7468879668049793,0.0,0.6141078838174274,0.0,0.432989052472943,0.4529971247057232,0.5529605391207513,0.6301980756489374,0.4847752499199812,0.4483737779412638,0.5675423814003304,0.647647520826378,0.45899833701687504,0.40930972962404,0.5760806489527966,0.5905892092822146,0.4854978270156421,0.43547244767114246
400883,3.5551985195506264,2.9949958263743897,12.110853061224493,7.873000000000005,1.4285714285714286,0.0,0.20408163265306123,0.0,2.779591836734694,0.0,0.6122448979591837,0.0,0.42591984345297657,0.44148276918950224,0.552702896670122,0.6277537811564948,0.4846233446952449,0.4483737779412638,0.5673318382191861,0.6367563053982663,0.4548503073954167,0.4041952631530823,0.5821779409717716,0.5905892092822146,0.4841125568448213,0.4212681889955554
420891,3.5992970829742177,3.019012771304503,12.358830645161293,7.936000000000008,1.596774193548387,0.0,0.21774193548387097,0.0,2.8830645161290325,0.0,0.6048387096774194,0.0,0.4212981944918506,0.4356720410007944,0.5526291721402631,0.6208282301624201,0.484184841871608,0.4483737779412638,0.5684251829459767,0.6486647162338173,0.451827096290261,0.3963999564558555,0.5859875701511683,0.5925414947879257,0.4831922649302355,0.4115502422651287
440927,3.6041317269987103,3.0268795813510656,12.412280632411072,7.936000000000008,1.7628458498023716,0.0,0.22134387351778656,0.0,2.877470355731225,0.0,0.6126482213438735,0.0,0.4135875529552172,0.42640916109358473,0.5527832919629446,0.6197592880039938,0.485103242142335,0.4483737779412638,0.565384216689934,0.6496819116412565,0.449179677741701,0.39279563789380545,0.592705079790657,0.6177538438909252,0.4857168460993688,0.40803509190572723
460943,3.6041317269987103,3.0268795813510656,12.412280632411072,7.936000000000008,1.7628458498023716,0.0,0.22134387351778656,0.0,2.877470355731225,0.0,0.6126482213438735,0.0,0.4135875529552172,0.42640916109358473,0.5527832919629446,0.6197592880039938,0.485103242142335,0.4483737779412638,0.565384216689934,0.6496819116412565,0.449179677741701,0.39279563789380545,0.592705079790657,0.6177538438909252,0.4857168460993688,0.40803509190572723
480951,3.6844463217363836,3.0460434739707947,12.83321538461539,8.242500000000009,2.1423076923076922,0.0,0.2423076923076923,0.0,3.0653846153846156,0.0,0.6153846153846154,0.0,0.40298504465019624,0.4186482945490945,0.5547199845977608,0.6201979010254227,0.4831771930947266,0.4483737779412638,0.5680257572875113,0.6577150023005328,0.4406387150609129,0.39045681218459805,0.6001297340549456,0.6578993405070128,0.4825368146814085,0.40803509190572723
500980,3.6959622371875644,3.0460434739707947,12.891832061068705,8.242500000000009,2.198473282442748,0.0,0.24045801526717558,0.0,3.095419847328244,0.0,0.6145038167938931,0.0,0.40208408972045,0.4186482945490945,0.555298173888208,0.6201979010254227,0.48381310275524153,0.4483737779412638,0.5693825439953741,0.6577150023005328,0.4393743284165319,0.39045681218459805,0.6015253709865733,0.6631364163916612,0.4812828732136266,0.40803509190572723
520991,3.470225663957636,2.9748914949509917,11.690829411764712,7.808000000000003,1.8205882352941176,0.0,0.19411764705882353,0.0,2.652941176470588,0.0,0.6823529411764706,0.0,0.4225993160086338,0.4356720410007944,0.5422584002175923,0.5919713660187338,0.49068747498946164,0.4483737779412638,0.5532093121836926,0.636639661694399,0.4498535977564178,0.4038285519002267,0.5787403783649284,0.5925297565475853,0.4894367366712208,0.40895213264048413
541003,3.4970440784967627,2.9874738492579334,11.78823782234958,7.8430000000000035,1.7793696275071633,0.0,0.19484240687679083,0.0,2.673352435530086,0.0,0.667621776504298,0.0,0.42129499301419443,0.4377109198841188,0.5431242921789228,0.5970101059496541,0.4881483998727009,0.4483737779412638,0.5522081779313611,0.6365230179905318,0.44908216550936003,0.4034618406473711,0.5800443533640403,0.594470303812956,0.4910209355749879,0.4150653926245302
561011,3.54811546714351,3.0030708938161648,12.093269662921355,7.904500000000006,1.747191011235955,0.0,0.20224719101123595,0.0,2.8398876404494384,0.0,0.6657303370786517,0.0,0.4187765228723195,0.432424469314192,0.54698279234786,0.6001694179163607,0.48569719475756756,0.4483737779412638,0.552244686305916,0.6342654609196143,0.4471044938261608,0.40173305783263835,0.5796741299488232,0.5962196415974067,0.4939333051106585,0.4181667908100428
581036,3.568810969552798,3.019012771304503,12.185225000000006,7.936000000000008,1.7333333333333334,0.0,0.20277777777777778,0.0,2.9055555555555554,0.0,0.6694444444444444,0.0,0.41755467532684587,0.4288124688022494,0.5464565063230059,0.6001694179163607,0.48581521833554087,0.4483737779412638,0.5525981112670542,0.6321665634680153,0.44343031891547735,0.3978113272693987,0.5802440340016068,0.5962196415974067,0.49104418880079187,0.40895213264048413
